source,detector,type,ShortSeperation,cond,beta,se,tstat,dfe,p,q,minDiscoverableChange,RelativePower,subject,age,gender,handed
6,6,hbo,0,open_phys_04,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
6,6,hbr,0,open_phys_04,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
6,7,hbo,0,open_phys_04,3.29680388563649,21.4466287818906,0.153721310662135,25917.770308397,0.877830677836093,1,53.3280618121319,0.076743402520318,672,,,
6,7,hbr,0,open_phys_04,-21.5059085421748,14.2268946128334,-1.51163757990977,25917.770308397,0.130638278069057,0.530018294118096,35.3758496509485,0.11568844151188,672,,,
7,5,hbo,0,open_phys_04,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
7,5,hbr,0,open_phys_04,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
7,7,hbo,0,open_phys_04,-8.27115959363868,22.9998155030177,-0.359618519224795,25917.770308397,0.719135362504829,1,57.1901344162881,0.0715608899165526,672,,,
7,7,hbr,0,open_phys_04,7.1669946700326,4.57922535104026,1.56511071646747,25917.770308397,0.117569160042574,0.507036808808946,11.3864614833152,0.359424823881745,672,,,
8,6,hbo,0,open_phys_04,12.0109140689468,19.612599678722,0.612408057355984,25917.770308397,0.540273184984082,1,48.7676612767523,0.0839198929399508,672,,,
8,6,hbr,0,open_phys_04,-14.9166176679917,9.8544697215545,-1.51369054748475,25917.770308397,0.130116537262888,0.530018294118096,24.5036073399371,0.167019363985913,672,,,
8,7,hbo,0,open_phys_04,3.42588844987372,16.208927952078,0.211358114491127,25917.770308397,0.832609500006881,1,40.3042697538875,0.101542018705899,672,,,
8,7,hbr,0,open_phys_04,17.892237707547,3.37381718444124,5.30326236704797,25917.770308397,1.14683154851803e-07,5.9191305729963e-06,8.38915678470819,0.487841271572944,672,,,
1,1,hbo,0,open_phys_05,37.0656287011749,15.7480378974617,2.35366646578551,25917.770308397,0.0185967070344503,0.160323898870364,39.1582447272443,0.104513798863651,672,,,
1,1,hbr,0,open_phys_05,-4.83389169533297,3.13910267011734,-1.53989601593766,25917.770308397,0.123597910227011,0.521251847744441,7.80552798899563,0.524317755191785,672,,,
1,2,hbo,0,open_phys_05,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
1,2,hbr,0,open_phys_05,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
2,1,hbo,0,open_phys_05,14.6577337960669,18.0451171920044,0.812282549351445,25917.770308397,0.416636981997719,0.903009311626569,44.8700415719857,0.091209563662005,672,,,
2,1,hbr,0,open_phys_05,8.8551644314322,7.12483299596476,1.24285922721942,25917.770308397,0.213930956415123,0.672473123134379,17.7162358836908,0.231007136061243,672,,,
2,3,hbo,0,open_phys_05,20.9920646366943,19.9679408073398,1.05128840471012,25917.770308397,0.293135952675315,0.750901269840381,49.6512338822205,0.0824264896011444,672,,,
2,3,hbr,0,open_phys_05,-6.66893644011159,8.04908492513094,-0.828533491961274,25917.770308397,0.407376065261023,0.892289292928474,20.0144322347264,0.204481289565433,672,,,
3,1,hbo,0,open_phys_05,17.3128500756104,20.585115329134,0.841037312582243,25917.770308397,0.400334790829323,0.883082634459291,51.1858676646125,0.0799552122490687,672,,,
3,1,hbr,0,open_phys_05,4.97380724555172,14.7567931511017,0.337052040685439,25917.770308397,0.736080399351511,1,36.6934675521261,0.111534209937041,672,,,
3,3,hbo,0,open_phys_05,30.3248710292416,12.4721910403588,2.43139885615232,25917.770308397,0.0150473775610123,0.142460379275856,31.0126958179364,0.131964565005983,672,,,
3,3,hbr,0,open_phys_05,-4.08495657476541,3.10207781403071,-1.31684529520476,25917.770308397,0.187902129715305,0.625291127599146,7.71346392456605,0.530575750830011,672,,,
3,4,hbo,0,open_phys_05,8.19658661759156,13.6216207758724,0.601733578731685,25917.770308397,0.547356757917568,1,33.8708074870267,0.120829032931807,672,,,
3,4,hbr,0,open_phys_05,1.1640118121994,4.40787724436661,0.264075369541436,25917.770308397,0.791723942295231,1,10.960396271994,0.373396801695409,672,,,
4,2,hbo,0,open_phys_05,NaN,NaN,NaN,25917.770308397,NaN,NaN,NaN,NaN,672,,,
